Incident ID,Date, Confirmed Time,Estimated Time,Governorate,District,Area,Target,Main category,Sub-category,Air Raids,Naval,Fatalities ,Woman,Child,Injured ,Woman,Child
10798,11/01/2017,22,Night,Taiz,Dhubab,Al-Omary,Al-Omary schools,Educational_Facility,School,1,,0,0,0,0,0,0
10799,12/01/2017,21,Evening,Capital,Al-Sab'ein,Noqom mountain,Al-Hafa Military Camp,Military_Security_Target,Military Site,3,,0,0,0,0,0,0
10800,12/01/2017,22,Night,Sanaa,Sanhan,Dhabwah,Dhabwah Military Camp,Military_Security_Target,Military Site,2,,0,0,0,0,0,0
10801,12/01/2017,24,Night,Sanaa,Nihm,-,Unknown,Unknown,Unknown,4,,0,0,0,0,0,0
10802,12/01/2017,7,Morning,Hudaydah,Bait Al-Faqih,Al-Jah,Civilian's house,Civilian,Residential Area,1,,7,3,4,0,0,0
10803,12/01/2017,22,Night,Hudaydah,Bajil,Al-Qala'ah,Pro-Houthi forces,Military_Security_Target,Forces,3,,0,0,0,0,0,0
10804,12/01/2017,unkn,Early-Morning,Hudaydah,Al-Salif,Al-Jabbanah,Coastal Defence Military Camp,Military_Security_Target,Military Site,unkn,,0,0,0,0,0,0
10805,12/01/2017,23,Night,Hudaydah,Al-Salif,Al-Jabbanah,Coastal Defence Military Camp,Military_Security_Target,Military Site,1,,0,0,0,0,0,0
10806,12/01/2017,10,Midday,Saada,Haydan,Marran,Main road,Infrastructure,Transport,1,,1,0,0,0,0,0
10807,12/01/2017,14,Midday,Saada,Haydan,Gharabiq village,Residential Area,Civilian,Residential Area,2,,0,0,0,0,0,0
10808,12/01/2017,14,Midday,Saada,Baqim,"Mandabah, Al-Sabhan",Unknown,Unknown,Unknown,4,,0,0,0,0,0,0
10809,12/01/2017,17,Afternoon,Saada,Kitaf Wa Al-Boqe'e,Al-Atfain,Civilian's vehicle,Civilian,Vehicle/Buss,1,,0,0,0,0,0,0
10810,12/01/2017,10,Midday,Shabwa,Asilan,Al-Hajr,Al-Hajr school,Educational_Facility,School,1,,0,0,0,0,0,0
10811,12/01/2017,unkn,Unknown,Taiz,Dhubab,Al-Omary,Al-Omary schools,Educational_Facility,School,8,,0,0,0,0,0,0
10812,12/01/2017,unkn,Unknown,Taiz,Dhubab,-,Al-Imam Military Camp,Military_Security_Target,Military Site,8,,0,0,0,0,0,0
10813,12/01/2017,22,Night,Taiz,Al-Mukha,Al-Jadeed,Unknown,Unknown,Unknown,3,,2,0,0,3,0,0
10814,12/01/2017,23,Night,Taiz,Jabal Habashy,Al-Dhabab,Chemico Factory,Economic_infrastructure,Private Factory,4,,17,0,0,13,0,0
10815,12/01/2017,24,Night,Taiz,Al-Taiziyah,Al-Rabi'ei,Residential Area,Civilian,Residential Area,1,,0,0,0,0,0,0
10816,13/01/2017,1,Early-Morning,Sanaa,Nihm,Al-Hawl Mountain,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10817,13/01/2017,19,Evening,Sanaa,Sanhan,Bait Bos village,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
10818,13/01/2017,24,Night,Sanaa,Nihm,Al-Qatab,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10819,13/01/2017,unkn,Unknown,Dhamar,Dhamar City,Dhamar Al-Qarn,Police Academy,Military_Security_Target,Military Site,6,,0,0,0,0,0,0
10820,13/01/2017,11,Midday,Hudaydah,Al-Dhuha,Al-Kamb,Al-Kamb Military Camp,Military_Security_Target,Military Site,2,,0,0,0,0,0,0
10821,13/01/2017,11,Midday,Hudaydah,Al-Dhuha,-,Agricultural equipment lathe shop,Economic_infrastructure,Private Business,1,,0,0,0,0,0,0
10822,13/01/2017,20,Evening,Hudaydah,Al-Durayhimi,-,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10823,13/01/2017,20,Evening,Hudaydah,Al-Zaydiyah,-,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10824,13/01/2017,22,Night,Lahj,Al-Qabbaytah,Al-Hwaimi,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10825,13/01/2017,24,Night,Lahj,Al-Qabbaytah,Al-Hwaimi,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10826,13/01/2017,unkn,Midday,Marib,Sirwah,"Al-Mukhaddarah, Al-Rabi'ah, Al-Hajlan",Civilians' houses,Civilian,Residential Area,5,,0,0,0,0,0,0
10827,13/01/2017,unkn,Midday,Marib,Sirwah,"Al-Mukhaddarah, Al-Rabi'ah, Al-Hajlan",Farms,Economic_infrastructure,Farms,5,,0,0,0,0,0,0
10828,13/01/2017,5,Early-Morning,Saada,Razih,Burkan,Unknown,Unknown,Unknown,5,,0,0,0,3,0,0
10829,13/01/2017,16,Afternoon,Saada,Majz,Takhyah,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
10830,13/01/2017,16,Afternoon,Saada,Baqim,Al-Mojdie,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10831,13/01/2017,14,Midday,Taiz,Dhubab,Al-Omary junction,Unknown,Unknown,Unknown,6,,0,0,0,0,0,0
10832,13/01/2017,16,Afternoon,Taiz,Al-Mukha,-,Commercial stores,Economic_infrastructure,Private Business,2,,0,0,0,0,0,0
10833,13/01/2017,unkn,Unknown,Taiz,Al-Taiziyah,Al-Rabi'ei,Pro-Houthi forces,Military_Security_Target,Forces,4,,0,0,0,0,0,0
10834,14/01/2017,23,Night,Sanaa,Nihm,Om Rukab,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10835,14/01/2017,20,Evening,Hajja,Harad,-,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10836,14/01/2017,20,Evening,Hudaydah,Al-Salif,-,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10837,14/01/2017,24,Night,Hudaydah,Al-Salif,-,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10838,14/01/2017,21,Evening,Jawf,Al-Maton,-,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10839,14/01/2017,13,Midday,Marib,Sirwah,Haylan mountain,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
10840,14/01/2017,20,Evening,Marib,Sirwah,Al-Hajlan,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
10841,14/01/2017,22,Evening,Marib,Sirwah,Al-Hajlan,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10842,14/01/2017,unkn,Unknown,Marib,Sirwah,"Al-Mukhaddarah, Al-Rabi'ah",Pro-Houthi forces,Military_Security_Target,Forces,5,,0,0,0,0,0,0
10843,14/01/2017,10,Midday,Saada,Al-Dhaher,Khalab valley,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10844,14/01/2017,20,Evening,Saada,Kitaf Wa Al-Boqe'e,Al-Sawh-,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
10845,14/01/2017,8,Morning,Taiz,Dhubab,Al-Omary,Unknown,Unknown,Unknown,5,,0,0,0,0,0,0
10846,14/01/2017,9,Morning,Taiz,Al-Mukha,The port junction,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
10847,14/01/2017,unkn,Unknown,Taiz,Al-Mukha,-,Unknown,Unknown,Unknown,10,,0,0,0,0,0,0
10848,14/01/2017,22,Night,Taiz,Mawza,Al-Hajfah village,Civilian's vehicle,Civilian,Residential Area,1,,7,0,0,5,0,0
10849,15/01/2017,13,Midday,Sanaa,Attyal,Al-Orqoub,Al-Orqoub Military Camp,Military_Security_Target,Military Site,2,,0,0,0,0,0,0
10850,15/01/2017,14,Midday,Sanaa,Attyal,Al-Orqoub,Al-Orqoub Military Camp,Military_Security_Target,Military Site,2,,0,0,0,0,0,0
10851,15/01/2017,21,Evening,Hajja,Harad,-,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10852,15/01/2017,21,Evening,Hajja,Mustaba,-,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10853,15/01/2017,1,Early-Morning,Hudaydah,Al-Salif,Al-Jabbanah,Coastal Defence Military Camp,Military_Security_Target,Military Site,4,,0,0,0,0,0,0
10854,15/01/2017,2,Early-Morning,Hudaydah,Al-Mina,Al-Katheeb,Naval Base,Military_Security_Target,Military Site,4,,0,0,0,0,0,0
10855,15/01/2017,14,Midday,Hudaydah,Bajil,-,Farm,Economic_infrastructure,Farms,3,,0,0,0,2,0,0
10856,15/01/2017,18,Evening,Jawf,Khab Wa Al-Sha'af,Al-Yatamah desert,Civilian's house,Civilian,Residential Area,1,,2,0,0,5,1,1
10857,15/01/2017,11,Midday,Lahj,Al-Madaribah Wa Al-Arah,Kahboub,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10858,15/01/2017,2,Early-Morning,Marib,Sirwah,Al-Hajlan,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10859,15/01/2017,18,Evening,Marib,Sirwah,-,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10860,15/01/2017,23,Night,Marib,Sirwah,-,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
10861,15/01/2017,9,Morning,Saada,Haydan,Marran,Main road,Infrastructure,Transport,1,,0,0,0,0,0,0
10862,15/01/2017,13,Midday,Saada,Kitaf Wa Al-Boqe'e,Al-Sahlayn,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10863,15/01/2017,16,Afternoon,Saada,Baqim,Mandabah,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
10864,15/01/2017,16,Afternoon,Saada,Baqim,-,Unknown,Unknown,Unknown,5,,0,0,0,0,0,0
10865,15/01/2017,23,Night,Shabwa,Asilan,Al-Hajr,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10866,15/01/2017,8,Morning,Taiz,Al-Wazi'iyah,Al-Sibarah mountain,Pro-Houthi forces,Military_Security_Target,Forces,4,,0,0,0,0,0,0
10867,15/01/2017,unkn,Unknown,Taiz,Al-Wazi'iyah,Al-Shuqaira'a,Pro-Houthi sites,Military_Security_Target,Military Site,unkn,,0,0,0,0,0,0
10868,15/01/2017,8,Morning,Taiz,Dhubab,Al-Omary,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10869,15/01/2017,9,Morning,Taiz,Al-Mukha,Al-Jadeed,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
10870,15/01/2017,16,Afternoon,Taiz,Dhubab,Al-Omary,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
10871,15/01/2017,19,Evening,Taiz,Dhubab,-,Anti-Houthi groups,Military_Security_Target,Forces,1,,0,0,0,0,0,0
10872,15/01/2017,23,Night,Taiz,Al-Mukha,The City,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
10873,16/01/2017,11,Midday,Sanaa,Nihm,Ghaylamah,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
10874,16/01/2017,12,Midday,Sanaa,Nihm,Yam mountain,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
10875,16/01/2017,16,Afternoon,Hudaydah,Al-Hali,Kilo 16,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10876,16/01/2017,21,Evening,Marib,Sirwah,Al-Hajlan,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10877,16/01/2017,12,Midday,Saada,Sihar,Al-Ahmar mountain,Unknown,Unknown,Unknown,5,,0,0,0,0,0,0
10878,16/01/2017,16,Afternoon,Saada,Baqim,"Al-Mojdie, Mandabah",Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
10879,16/01/2017,16,Afternoon,Saada,Majz,Takhyah,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10880,16/01/2017,1,Early-Morning,Shabwa,Asilan,"Al-Hajr, Al-Saq, Hayd Bi Aqeel",Unknown,Unknown,Unknown,4,,0,0,0,0,0,0
10881,16/01/2017,unkn,Early-Morning,Shabwa,Asilan,"Al-Alam, Hajr Kahlan",Pro-Houthi forces,Military_Security_Target,Forces,6,,0,0,0,0,0,0
10882,16/01/2017,12,Midday,Taiz,Al-Taiziyah,60m road,Residential Area,Civilian,Residential Area,1,,2,0,2,1,1,0
10883,16/01/2017,19,Evening,Taiz,Dhubab,Al-Omary,Al-Omary Military Camp,Military_Security_Target,Military Site,1,,0,0,0,0,0,0
10884,16/01/2017,20,Evening,Taiz,Dhubab,Al-Omary,Al-Omary Military Camp,Military_Security_Target,Military Site,1,,0,0,0,0,0,0
10885,16/01/2017,21,Evening,Taiz,Maqbanah,Al-Mawbajar village,Residential Area,Civilian,Residential Area,unkn,unkn,0,0,0,0,0,0
10886,16/01/2017,24,Night,Taiz,Al-Mukha,Al-Jadeed,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
10887,16/01/2017,unkn,Unknown,Taiz,Al-Mukha,-,Pro-Houthi reinforcement,Military_Security_Target,Moving Target (weapons/fighters),unkn,,0,0,0,0,0,0
10888,17/01/2017,11,Midday,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,1,,0,0,0,0,0,0
10889,17/01/2017,11,Midday,Sanaa,Attyal,Al-Orqoub,Al-Orqoub Military Camp,Military_Security_Target,Military Site,3,,0,0,0,0,0,0
10890,17/01/2017,15,Afternoon,Sanaa,Nihm,Yam mountain,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10891,17/01/2017,unkn,Unknown,Sanaa,Nihm,-,Pro-Houthi forces,Military_Security_Target,Forces,1,,0,0,0,0,0,0
10892,17/01/2017,8,Morning,Hajja,Abs,Al-Jar,Farms,Economic_Infrastructure,Farms,2,,0,0,0,0,0,0
10893,17/01/2017,21,Evening,Hajja,Harad,-,The Customs,Infrastructure,Gov. Compounds,2,,0,0,0,0,0,0
10894,17/01/2017,unkn,Unknown,Hudaydah,Al-Khawkhah,-,Water truck,Economic_infrastructure,Water & Electricity,1,,1,0,0,0,0,0
10895,17/01/2017,16,Afternoon,Hudaydah,Al-Salif,Al-Jabbanah,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10896,17/01/2017,19,Afternoon,Jawf,Al-Maton,-,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10897,17/01/2017,unkn,Unknown,Jawf,Khab Wa Al-Sha'af,Al-Yatamah ,Wedding party,Civilian,Social Gathering,1,,2,1,0,15,1,1
10898,17/01/2017,1,Early-Morning,Marib,Sirwah,Al-Mukhaddarah,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
10899,17/01/2017,9,Morning,Saada,Haydan,Marran,Main road,Infrastructure,Transport,1,,0,0,0,0,0,0
10900,17/01/2017,9,Morning,Saada,Al-Dhaher,Al-Sabbah,Pro-Houthi sites,Military_Security_Target,Military Site,1,,0,0,0,0,0,0
10901,17/01/2017,10,Midday,Saada,Haydan,Marran,Market,Civilian,Market Place,1,,6,0,0,2,0,0
10902,17/01/2017,12,Midday,Saada,Kitaf Wa Al-Boqe'e,Al-Fara'a,Pro-Houthi sites,Military_Security_Target,Military Site,2,,0,0,0,0,0,0
10903,17/01/2017,20,Evening,Saada,Haydan,Marran,Pro-Houthi sites,Military_Security_Target,Forces,2,,0,0,0,0,0,0
10904,17/01/2017,21,Evening,Saada,Haydan,Joma'ah Bin Fadhil,Pro-Houthi sites,Military_Security_Target,Military Site,2,,0,0,0,0,0,0
10905,17/01/2017,21,Evening,Saada,Baqim,Al-Tho'ban,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
10906,17/01/2017,unkn,Unknown,Saada,Shada'a,-,Pro-Huothi sites,Military_Security_Target,Military Site,7,,0,0,0,0,0,0
10907,17/01/2017,5,Early-Morning,Taiz,Al-Mukha,-,Truck,Civilian,Vehicle/Buss,1,,0,0,0,0,0,0
10908,17/01/2017,22,Night,Taiz,Mawza,Al-Had village,Farms,Economic_infrastructure,Farms,1,,0,0,0,0,0,0
10909,17/01/2017,unkn,Unknown,Taiz,Al-Taiziyah,Al-Rabi'ei,Pro-Houthi forces,Military_Security_Target,Forces,1,,0,0,0,0,0,0
10910,18/01/2017,10,Midday,Sanaa,Nihm,Al-Hurshofah,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10911,18/01/2017,unkn,Unknown,Sanaa,Nihm,Yam mountain,Unknown,Unknown,Unknown,10,,0,0,0,0,0,0
10912,18/01/2017,24,Night,Sanaa,Nihm,Yam mountain,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10913,18/01/2017,19,Afternoon,Hajja,Midi,-,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
10914,18/01/2017,19,Evening,Hajja,Harad,-,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10915,18/01/2017,18,Evening,Hudaydah,Al-Salif,Al-Jabbanah,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10916,18/01/2017,22,Night,Hudaydah,Al-Salif,Deer Al-Afeef,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10917,18/01/2017,23,Night,Hudaydah,Al-Salif,Al-Jabbanah,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10918,18/01/2017,13,Midday,Jawf,Al-Maton,-,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10919,18/01/2017,15,Afternoon,Lahj,Al-Madaribah Wa Al-Arah,Kahboub,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10920,18/01/2017,21,Evening,Lahj,Al-Madaribah Wa Al-Arah,Kahboub,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10921,18/01/2017,13,Midday,Saada,Baqim,Al-Jabal valley,Unknown,Unknown,Unknown,2,,0,0,0,2,0,0
10922,18/01/2017,14,Midday,Saada,Haydan,Marran,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10923,18/01/2017,15,Afternoon,Saada,Baqim,"The centre, Al-Mojdie, Al-Tho'ban",Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
10924,18/01/2017,13,Midday,Taiz,Al-Wazi'iyah,Al-Hisham hill,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10925,18/01/2017,15,Afternoon,Taiz,Al-Wazi'iyah,-,Pro-Houthi forces,Military_Security_Target,Forces,3,,0,0,0,0,0,0
10926,18/01/2017,16,Afternoon,Taiz,Al-Wazi'iyah,-,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10927,18/01/2017,18,Evening,Taiz,Al-Mukha,Al-Mukha junction,35th Armoured Brigade (Khalid Bin Al-Waleed Military Camp),Military_Security_Target,Military Site,2,,0,0,0,0,0,0
10928,18/01/2017,22,Night,Taiz,Al-Mukha,-,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
10929,18/01/2017,22,Night,Taiz,Maqbanah,Al-Ayar junction,Main road,Infrastructure,Transport,1,,0,0,0,0,0,0
10930,18/01/2017,22,Night,Taiz,Maqbanah,Al-Khazzan hill,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10931,19/01/2017,unkn,Evening,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,2,,0,0,0,0,0,0
10932,19/01/2017,22,Night,Capital,Azal,Noqom mountain,Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
10933,19/01/2017,10,Midday,Sanaa,Manakhah,-,Main road,Infrastructure,Transport,2,,0,0,0,4,0,0
10934,19/01/2017,10,Midday,Sanaa,Nihm,Yam mountain,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10935,19/01/2017,unkn,Unknown,Sanaa,Nihm,Yam mountain,Unknown,Unknown,Unknown,6,,0,0,0,0,0,0
10936,19/01/2017,9,Evening,Sanaa,Sanhan,Al-Sawad,Al-Sawad Military Camp,Military_Security_Target,Military Site,13,,0,0,0,0,0,0
10937,19/01/2017,10,Night,Sanaa,Sanhan,Al-Sawad,Residential Area,Civilian,Residential Area,2,,1,0,0,2,0,0
10938,19/01/2017,8,Morning,Hudaydah,Al-Hujalah,Obal,Checkpoint,Military_Security_Target,Checkpoints,1,,0,0,0,0,0,0
10939,19/01/2017,8,Morning,Hudaydah,Al-Hujalah,Obal,Pro-Houthi forces,Military_Security_Target,Forces,1,,0,0,0,0,0,0
10940,19/01/2017,21,Evening,Hudaydah,Al-Durayhimi,Al-Jabbanah,Al-Hudaydah Airport,Infrastructure,Transport,1,,0,0,0,0,0,0
10941,19/01/2017,21,Evening,Hudaydah,Al-Salif,Al-Jabbanah,Coastal Defence Military Camp,Military_Security_Target,Military Site,1,,0,0,0,0,0,0
10942,19/01/2017,23,Night,Hudaydah,Al-Mina,Al-Katheeb,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
10943,19/01/2017,7,Morning,Lahj,Al-Madaribah Wa Al-Arah,Kahboub,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10944,19/01/2017,13,Midday,Lahj,Al-Madaribah Wa Al-Arah,Kahboub,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
10945,19/01/2017,6,Morning,Saada,Haydan,Marran,Main road,Infrastructure,Transport,2,,0,0,0,0,0,0
10946,19/01/2017,10,Midday,Saada,Al-Dhaher,Al-Ramadiyat,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
10947,19/01/2017,22,Night,Saada,Baqim,"Mandabah, Tay'ar valley",Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
10948,19/01/2017,24,Night,Shabwa,Bayhan,Mablaqah valley,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10949,19/01/2017,3,Early-Morning,Taiz,Al-Mukha,-,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10950,19/01/2017,6,Early-Morning,Taiz,Al-Mukha,Al-Jadeed,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
10951,19/01/2017,13,Midday,Taiz,Al-Mukha,-,Unknown,Unknown,Unknown,4,,0,0,0,0,0,0
10952,20/01/2017,7,Morning,Sanaa,Bani Matar,Faj Attan,Missiles Brigade Camp,Military_Security_Target,Military Site,2,,0,0,0,0,0,0
10953,20/01/2017,11,Midday,Sanaa,Nihm,Dhabo'ah,Civilian's house,Civilian,Residential Area,1,,3,1,2,8,0,0
10954,20/01/2017,unkn,Unknown,Sanaa,Nihm,Ramadah dam,Military vehicles,Military_Security_Target,Moving Target (weapons/fighters),2,,0,0,0,0,0,0
10955,20/01/2017,23,Night,Sanaa,Nihm,Al-Mjawihah,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10956,20/01/2017,22,Night,Dhamar,Dhamar City,Dhamar Al-Qarn,Police Academy,Military_Security_Target,Military Site,5,,0,0,0,0,0,0
10957,20/01/2017,17,Afternoon,Hajja,Harad,Aahim junction,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
10958,20/01/2017,1,Early-Morning,Hudaydah,Al-Salif,Dayr Al-Afeef,Unknown,Unknown,Unknown,4,,0,0,0,0,0,0
10959,20/01/2017,2,Early-Morning,Hudaydah,Al-Salif,Dayr Al-Afeef,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
10960,20/01/2017,16,Afternoon,Hudaydah,Al-Durayhimi,Al-Jabbanah,Al-Hudaydah Airport,Infrastructure,Transport,1,,0,0,0,0,0,0
10961,20/01/2017,19,Evening,Hudaydah,Al-Salif,-,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10962,20/01/2017,21,Evening,Hudaydah,Al-Salif,Al-Jabbanah,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10963,20/01/2017,21,Evening,Hudaydah,Al-Salif,Ras Eisa,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10964,20/01/2017,22,Night,Hudaydah,Al-Mina,Al-Katheeb,Naval Base,Military_Security_Target,Military Site,2,,0,0,0,0,0,0
10965,20/01/2017,22,Night,Jawf,Al-Maton,-,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10966,20/01/2017,15,Afternoon,Lahj,Al-Madaribah Wa Al-Arah,Kahboub,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10967,20/01/2017,7,Morning,Marib,Sirwah,-,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
10968,20/01/2017,21,Evening,Marib,Sirwah,-,Unknown,Unknown,Unknown,4,,0,0,0,0,0,0
10969,20/01/2017,21,Evening,Marib,Sirwah,Al-Mahjazah,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
10970,20/01/2017,23,Night,Marib,Sirwah,-,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
10971,20/01/2017,16,Afternoon,Taiz,Al-Mukha,Yakhtol,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10972,21/01/2017,9,Morning,Sanaa,Nihm,-,Water Well,Economic_infrastructure,Water & Electricity,1,,0,0,0,0,0,0
10973,21/01/2017,13,Midday,Sanaa,Sanhan,Al-Sawad,Al-Sawad Military Camp,Military_Security_Target,Military Site,4,,0,0,0,0,0,0
10974,21/01/2017,13,Midday,Sanaa,Sanhan,Dhabwah,Dhabwah Military Camp,Military_Security_Target,Military Site,1,,0,0,0,0,0,0
10975,21/01/2017,16,Afternoon,Sanaa,Sanhan,Amad,Farms,Economic_infrastructure,Farms,1,,0,0,0,0,0,0
10976,21/01/2017,unkn,Unknown,Sanaa,Nihm,"Bani Faraj, Yam mountain",Unknown,Unknown,Unknown,20,,0,0,0,0,0,0
10977,21/01/2017,11,Midday,Hajja,Harad,Al-Mazraq,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
10978,21/01/2017,1,Early-Morning,Hudaydah,Al-Salif,Al-Jabbanah,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
10979,21/01/2017,12,Midday,Hudaydah,Al-Salif,Al-Jabbanah,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
10980,21/01/2017,13,Midday,Hudaydah,Al-Durayhimi,Al-Jabbanah,Al-Hudaydah Airport,Infrastructure,Transport,1,,0,0,0,0,0,0
10981,21/01/2017,15,Midday,Hudaydah,Al-Khawkhah,-,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10982,21/01/2017,23,Night,Hudaydah,Al-Khawkhah,-,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
10983,21/01/2017,23,Night,Hudaydah,Al-Salif,Al-Jabbanah,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10984,21/01/2017,11,Midday,Marib,Marib,Al-Shabwan,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
10985,21/01/2017,13,Midday,Marib,Sirwah,Haylan mountain,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10986,21/01/2017,14,Midday,Marib,Sirwah,Haylan mountain,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10987,21/01/2017,20,Evening,Marib,Sirwah,-,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10988,21/01/2017,9,Morning,Saada,Saqain,Al-Khamees,Telecommunications Network,Infrastructure,Communication,1,,0,0,0,0,0,0
10989,21/01/2017,12,Midday,Saada,Baqim,Al-Maghram,Residential Area,Civilian,Residential Area,2,,5,1,2,0,0,0
10990,21/01/2017,16,Afternoon,Saada,Baqim,Al-Sabhan,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
10991,21/01/2017,18,Evening,Shabwa,Bayhan,Sha'b Hafr,Military vehicle,Military_Security_Target,Moving Target (weapons/fighters),1,,0,0,0,0,0,0
10992,21/01/2017,1,Early-Morning,Taiz,Dhubab,-,Pro-Houthi forces,Military_Security_Target,Forces,20,,0,0,0,0,0,0
10993,21/01/2017,8,Morning,Taiz,Al-Mukha,-,Civilian's house,Civilian,Residential Area,2,,1,1,0,5,0,0
10994,21/01/2017,11,Midday,Taiz,Mawza,Mghaiber,Residential Area,Civilian,Residential Area,1,,1,0,0,0,0,0
10995,21/01/2017,16,Afternoon,Taiz,Al-Taiziyah,-,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
