Incident ID,Date, Confirmed Time,Estimated Time,Governorate,District,Area,Target,Main category,Sub-category,Air Raids,Naval,Fatalities ,Woman,Child,Injured ,Woman,Child
4902,23/11/2015,unkn,Midday,Sanaa,Hamdan,Al-Ghawsh,Residential Area,Civilian,Residential Area,7,,0,0,0,0,0,0
4903,23/11/2015,unkn,Afternoon,Sanaa,Hamdan,Al-Ghawsh,Residential Area,Civilian,Residential Area,1,,0,0,0,0,0,0
4904,23/11/2015,unkn,Evening,Sanaa,Bani Dhabyan,Al-Na',Civilian's house,Civilian,Residential Area,2,,0,0,0,0,0,0
4905,23/11/2015,unkn,Night,Sanaa,Sanhan,Amad,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
4906,23/11/2015,unkn,Midday,Hajja,Hayran,-,Farming feed truck,Economic_infrastructure,Farms,1,,0,0,0,0,0,0
4907,23/11/2015,unkn,Midday,Hajja,Mustaba,-,Farming feed truck,Economic_infrastructure,Farms,1,,0,0,0,0,0,0
4908,23/11/2015,unkn,Midday,Hajja,Harad,Harad valley,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
4909,23/11/2015,22,Night,Hajja,Hajja City,-,Hajja Radio station,Media,Radio station,1,,0,0,0,0,0,0
4910,23/11/2015,22,Night,Hajja,Hajja City,-,Cultural centre,Infrastructure,Gov. Compounds,unkn,,0,0,0,3,0,0
4911,23/11/2015,22,Night,Hajja,Hajja City,-,Central library,Educational_facility,Other,unkn,,0,0,0,0,0,0
4912,23/11/2015,unkn,Unknown,Jawf,Khab Wa Al-Sha'af,Al-Saydah,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
4913,23/11/2015,unkn,Early-Morning,Lahj,Al-Qubaytah,Al-Sharijah,Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
4914,23/11/2015,unkn,Afternoon,Marib,Majzar,Al-Jawf Junction,Mosque,Civilian,Mosque,3,,0,0,0,0,0,0
4915,23/11/2015,unkn,Afternoon,Marib,Sirwah,"Al-Mashjah, Al-Huqail, Haylan",Pro-Houthi forces,Military_Security_Target,Forces,5,,0,0,0,0,0,0
4916,23/11/2015,unkn,Morning,Saada,Sa'ada,The City,Unknown,Unknown,Unknown,5,,0,0,0,0,0,0
4917,23/11/2015,unkn,Afternoon,Saada,Haydan,Marran,Shop,Economic_infrastructure,Private business,unkn,,5,0,1,0,0,0
4918,23/11/2015,unkn,Unknown,Saada,Sa'ada,The City,Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
4919,23/11/2015,unkn,Unknown,Taiz,Al-Mudhaffar,Habil Salman,Taiz university,Educational_facility,University,2,,0,0,0,0,0,0
4920,23/11/2015,unkn,Unknown,Taiz,Al-Mudhaffar,Al-Noor city,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
4921,23/11/2015,unkn,Unknown,Taiz,Salah,Al-Sharaf,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
4922,23/11/2015,unkn,Unknown,Taiz,Al-Misrakh,-,Abdulwali Al-Jaabri house,Civilian,Residential Area,1,,0,0,0,0,0,0
4923,23/11/2015,unkn,Unknown,Taiz,Dhubab,-,Unknown,Unknown,Unknown,10,,0,0,0,0,0,0
4924,24/11/2015,unkn,Midday,Hajja,Kushar,Aahim Market,Nasir Al-Ahnoumi house,Civilian,Residential Area,1,,10,0,0,15,3,5
4925,24/11/2015,24,Morning,Lahj,Al-Qubaytah,Al-Sharijah,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
4926,24/11/2015,unkn,Afternoon,Marib,Sirwah,Al-Atfayn,Civilians' houses,Civilian,Residential Area,20,,0,0,0,0,0,0
4927,24/11/2015,unkn,Afternoon,Marib,Sirwah,"Haylan, Al-Huqail, Main Road",Pro-Houthi forces,Military_Security_Target,Forces,20,,0,0,0,0,0,0
4928,24/11/2015,unkn,Afternoon,Marib,Sirwah,-,Main road,Infrastructure,Transport,20,,0,0,0,0,0,0
4929,24/11/2015,unkn,Night,Saada,Sa'ada,The City,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
4930,24/11/2015,unkn,Night,Saada,Razih,-,Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
4931,24/11/2015,unkn,Evening,Saada,Kitaf Wa Al-Boqe'e,"Al-Qama'a, Al-Makhrooq, Al-Malil, Al-Saoh, Al-Far'a",Unknown,Unknown,Unknown,10,,0,0,0,0,0,0
4932,24/11/2015,unkn,Evening,Saada,Ghamir,Al-Ghor,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
4933,24/11/2015,unkn,Evening,Saada,Baqim,Mahdidah,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
4934,24/11/2015,unkn,Unknown,Saada,Monabbih,-,Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
4935,24/11/2015,unkn,Morning,Taiz,Al-Wazi'iyah,"Al-Sawyda, Al-Aqmah, Sha'abo",Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
4936,24/11/2015,12,Midday,Taiz,Khadir,Al-Rahedah,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
4937,24/11/2015,15,Afternoon,Taiz,Dhubab,Hawzan Muntain,Unknown,Unknown,Unknown,6,,0,0,0,0,0,0
4938,24/11/2015,21,Night,Taiz,Dhubab,Al-Omary,Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
4939,24/11/2015,23,Night,Taiz,Sabir Al-Mawadim,-,Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
4940,25/11/2015,unkn,Evening,Bayda,Nati',Al-Dabash ,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
4941,25/11/2015,unkn,Evening,Hajja,Harad,-,Harda customs,Infrastructure,Gov. Compounds,3,,0,0,0,0,0,0
4942,25/11/2015,unkn,Night,Jawf,Barat Al-Anan,-,Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
4943,25/11/2015,18,Evening,Lahj,Al-Qubaytah,Al-Sharijah,Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
4944,25/11/2015,7,Morning,Marib,Sirwah,Kawfal,Unknown,Unknown,Unknown,4,,0,0,0,0,0,0
4945,25/11/2015,23,Night,Marib,Sirwah,-,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
4946,25/11/2015,unkn,Night,Saada,Kitaf Wa Al-Boqe'e,-,Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
4947,25/11/2015,unkn,Night,Saada,Baqim,-,Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
4948,25/11/2015,unkn,Night,Saada,Ghamir,-,Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
4949,25/11/2015,unkn,Night,Saada,Razih,-,Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
4950,25/11/2015,unkn,Afternoon,Shabwa,Bayhan,Natie,Al-Dabash houses,Civilian,Residential Area,unkn,,0,0,0,9,4,5
4951,25/11/2015,unkn,Unknown,Taiz,Sabir Al-Mawadim,-,Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
4952,25/11/2015,22,Night,Taiz,Al-Mudhaffar,-,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
4953,26/11/2015,9,Morning,Sanaa,Bani Matar,Faj Attan,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
4954,26/11/2015,unkn,Unknown,Sanaa,Bani Matar,"Al-Aswad mountain, Ayban mountain, Qaraman",Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
4955,26/11/2015,9,Morning,Dhalie,Qatabah,Murays,Unknown,Unknown,Unknown,5,,0,0,0,0,0,0
4956,26/11/2015,unkn,Afternoon,Ibb,Hubaysh,Bani Shobayb,Residential Area,Civilian,Residential Area,2,,5,0,0,2,0,0
4957,26/11/2015,20,Night,Marib,Sirwah,,Unknown,Unknown,Unknown,4,,0,0,0,0,0,0
4958,26/11/2015,12,Midday,Saada,Kitaf Wa Al-Boqe'e,Al-Salim ,Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
4959,26/11/2015,11,Midday,Saada,Baqim,Al-Qutainat,Unknown,Unknown,Unknown,7,,0,0,0,0,0,0
4960,26/11/2015,19,Evening,Saada,Monabbih,Shadhan,Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
4961,26/11/2015,unkn,Unknown,Taiz,Salah,Al-Kamb,Republican Palace,Military_Security_Target,Military Site,1,,0,0,0,0,0,0
4962,26/11/2015,13,Midday,Taiz,Al-Misrakh,Najd Qaseem,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
4963,26/11/2015,19,Evening,Taiz,Dhubab,Al-Omary,Al-Omary Military Camp,Military_Security_Target,Military Site,7,,0,0,0,0,0,0
4964,27/11/2015,unkn,Evening,Jawf,Al-Matammah,-,Unknown,Unknown,Unknown,6,,0,0,0,0,0,0
4965,27/11/2015,1,Midday,Lahj,Al-Qabbaytah,Al-Shurayjah,Pro-Houthi forces,Military_Security_Target,Forces,2,,0,0,0,0,0,0
4966,27/11/2015,16,Afternoon,Lahj,Al-Qabbaytah,Al-Shurayjah,Pro-Houthi forces,Military_Security_Target,Forces,10,,0,0,0,0,0,0
4967,27/11/2015,unkn,Midday,Marib,Sirwah,-,Naji Al-Aakimi house,Civilian,Residential Area,3,,0,0,0,0,0,0
4968,27/11/2015,unkn,Midday,Marib,Sirwah,"Al-Mashjah, Al-Huqail",Pro-Houthi forces,Military_Security_Target,Forces,7,,0,0,0,0,0,0
4969,27/11/2015,unkn,Midday,Marib,Sirwah,-,Sirwah market,Civilian,Market place,7,,0,0,0,0,0,0
4970,27/11/2015,16,Afternoon,Marib,Majzar,-,Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
4971,27/11/2015,11,Midday,Taiz,Mawyah,Al-Dhakrah,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
4972,27/11/2015,13,Midday,Taiz,Khadir,Al-Rahidah,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
4973,27/11/2015,16,Afternoon,Taiz,Maqbanah,-,Civilian's house,Civilian,Residential Area,1,,1,1,0,5,0,0
4974,28/11/2015,12,Midday,Ibb,Hubaysh,Bani Shubaib,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
4975,28/11/2015,unkn,Unknown,Jawf,Al-Matammah,-,Unknown,Unknown,Unknown,6,,0,0,0,0,0,0
4976,28/11/2015,9,Morning,Marib,Sirwah,-,Unknown,Unknown,Unknown,8,,0,0,0,0,0,0
4977,28/11/2015,12,Midday,Marib,Sirwah,Haylan,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
4978,28/11/2015,16,Afternoon,Saada,Razih,Bani Ma'ain,Civilian's house,Civilian,Residential Area,1,,0,0,0,0,0,0
4979,28/11/2015,16,Afternoon,Saada,Qatabir,-,Qatabir - Monabbih road,Infrastructure,Transport,unkn,,0,0,0,0,0,0
4980,28/11/2015,16,Afternoon,Saada,Kitaf Wa Al-Boqe'e,Al-Sawh,Unknown,Unknown,Unknown,4,,0,0,0,0,0,0
4981,28/11/2015,unkn,Unknown,Shabwa,Rudum,Beer Ali,Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
4982,28/11/2015,unkn,Early-Morning,Taiz,Mawza,-,Residential Area,Civilian,Residential Area,unkn,,12,0,0,13,0,0
4983,28/11/2015,unkn,Afternoon,Taiz,Khadir,-,Unknown,Unknown,Unknown,6,,0,0,0,0,0,0
4984,29/11/2015,2,Early-Morning,Capital,Bani Al-Harith,Al-A'nab,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
4985,29/11/2015,unkn,Morning,Capital,Al-Sab'ein,Noqom mountain,Al-Hafa Military Camp,Military_Security_Target,Military Site,1,,0,0,0,0,0,0
4986,29/11/2015,unkn,Morning,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,1,,0,0,0,0,0,0
4987,29/11/2015,unkn,Early-Morning,Sanaa,Bani Matar,Faj Attan,Missiles Brigade Camp,Military_Security_Target,Military Site,4,,0,0,0,0,0,0
4988,29/11/2015,unkn,Early-Morning,Sanaa,Bani Matar,Ayban mountain,Unknown,Unknown,Unknown,4,,0,0,0,0,0,0
4989,29/11/2015,unkn,Early-Morning,Sanaa,Bani Matar,Al-Sobahah,Special Forces Military Camp,Military_Security_Target,Military Site,4,,0,0,0,0,0,0
4990,29/11/2015,unkn,Early-Morning,Sanaa,Sanhan,Amad Village,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
4991,29/11/2015,unkn,Early-Morning,Sanaa,Sanhan,Khawlan street,Al-Khaleej fuel station,Economic_infrastructure,Oil & Gas,1,,0,0,0,0,0,0
4992,29/11/2015,unkn,Morning,Sanaa,Sanhan,Al-Jarda'a,Residential Area,Civilian,Residential Area,unkn,,1,0,0,5,0,0
4993,29/11/2015,10,Midday,Sanaa,Bilad Al-Rus,Naqil Yasleh,Sana'a-Dhamar road,Infrastructure,Transport,1,,0,0,0,0,0,0
4994,29/11/2015,22,Night,Sanaa,Bilad Al-Rus,Naqil Yasleh,Sana'a-Dhamar road,Infrastructure,Transport,2,,0,0,0,0,0,0
4995,29/11/2015,24,Night,Bayda,Mukayras,Aqabah Al-Ma'adhin,Unknown,Unknown,Unknown,5,,0,0,0,0,0,0
4996,29/11/2015,unkn,Unknown,Dhalie,Qatabah,Murays,Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
4997,29/11/2015,17,Afternoon,Hajja,Mustaba,Ram,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
4998,29/11/2015,23,Night,Hajja,Hayran,Bani Khamaj,Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
4999,29/11/2015,unkn,Night,Jawf,Khab Wa Al-Sha'af,Labnat,Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
5000,29/11/2015,20,Evening,Lahj,Al-Qubaytah,Al-Shurayjah,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
5001,29/11/2015,unkn,Morning,Marib,Sirwah,Al-Mukhaddarah,Unknown,Unknown,Unknown,12,,0,0,0,0,0,0
5002,29/11/2015,unkn,Midday,Marib,Sirwah,Haylan mountain,Pro-Houthi forces,Military_Security_Target,Forces,unkn,,0,0,0,0,0,0
5003,29/11/2015,18,Evening,Saada,Sihar,Bani Mua'adh,Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
5004,29/11/2015,unkn,Midday,Taiz,Al-Misrakh,Naqil Abu Rabah,Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
5005,29/11/2015,3,Early-Morning,Taiz,Al-Misrakh,"Naqil Abu Rabah, Al-Aqrood",Unknown,Unknown,Unknown,4,,0,0,0,0,0,0
5006,30/11/2015,23,Night,Hajja,Mustaba,-,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
5007,30/11/2015,21,Night,Hajja,Harad,Al-Mazraq,Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
5008,30/11/2015,6,Morning,Ibb,Al-Makhader,Al-Sohol,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
5009,30/11/2015,8,Morning,Ibb,Al-Sayani,Ja'dalah,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
5010,30/11/2015,unkn,Morning,Ibb,Ibb,Asiq village,Civilian's house,Civilian,Residential Area,1,,4,2,1,0,0,0
5011,30/11/2015,23,Night,Jawf,Al-Matammah,Al-Moltaqa,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
5012,30/11/2015,24,Night,Lahj,Al-Qubaytah,Al-Shuraijah City,Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
5013,30/11/2015,7,Morning,Marib,Sirwah,-,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
5014,30/11/2015,unkn,Midday,Marib,Sirwah,Haylan mountain,Yemen mobile telecommunications network,Infrastructure,Communication,unkn,,0,0,0,0,0,0
5015,30/11/2015,unkn,Midday,Marib,Sirwah,-,Ali Al-Saqqaf house,Civilian,Residential Area,unkn,,0,0,0,0,0,0
5016,30/11/2015,7,Morning,Saada,Sihar,Al-Talh,Civilian's house,Civilian,Residential Area,4,,4,4,0,5,0,0
5017,30/11/2015,11,Midday,Saada,Haydan,Fawt,Civilian's house,Civilian,Residential Area,1,,0,0,0,1,1,0
5018,30/11/2015,unkn,Midday,Saada,Haydan,Fawt,Water digger,Economic_infrastructure,Private business,unkn,,0,0,0,2,0,0
5019,30/11/2015,3,Early-Morning,Taiz,Al-Misrakh,Naqil Abo Rabah,Water well,Economic_infrastructure,Water & Electricity,1,,0,0,0,0,0,0
5020,30/11/2015,3,Early-Morning,Taiz,Al-Misrakh,Al-Aqrood,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
5021,30/11/2015,unkn,Unknown,Taiz,Al-Wazi'iyah,Azzan,Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
5022,30/11/2015,unkn,Midday,Taiz,Khadir,-,Unknown,Unknown,Unknown,6,,0,0,0,0,0,0
5023,30/11/2015,19,Evening,Taiz,Al-Taiziyah,Al-Ola Mountain,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
5024,30/11/2015,22,Night,Taiz,Al-Misrakh,Al-Aridah Village,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
5025,30/11/2015,23,Night,Taiz,Al-Ma'afir,Al-Ghafirah,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
5026,01/12/2015,4,Early-Morning,Capital,Al-Sab'ein,Al-Nahdain ,Al-Nahdain Military Camp,Military_Security_Target,Military Site,unkn,,0,0,0,0,0,0
5027,01/12/2015,13,Midday,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,4,,0,0,0,0,0,0
5028,01/12/2015,unkn,Unknown,Sanaa,Bani Matar,Faj Attan,Missiles Brigade Camp,Military_Security_Target,Military Site,unkn,,0,0,0,0,0,0
5029,01/12/2015,2,Early-Morning,Sanaa,Sanhan,Al-Mahaqirah mountain,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
5030,01/12/2015,2,Early-Morning,Sanaa,Sanhan,"Amad, Raymah Humaid",Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
5031,01/12/2015,17,Afternoon,Dhalie,Qatabah,Nasah Mountain,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
5032,01/12/2015,unkn,Afternoon,Hajja,Harad,The City,Security HQ,Military_Security_Target,Military Site,5,,0,0,0,0,0,0
5033,01/12/2015,unkn,Afternoon,Hajja,Harad,Aahim Junction,Vehicles,Civilian,Vehicle/Buss,3,,0,0,0,0,0,0
5034,01/12/2015,unkn,Afternoon,Hajja,Hayran,-,Unknown,Unknown,Unknown,7,,0,0,0,0,0,0
5035,01/12/2015,unkn,Afternoon,Hajja,Mustaba,-,Unknown,Unknown,Unknown,7,,0,0,0,0,0,0
5036,01/12/2015,unkn,Evening,Hajja,Harad,"The City, Aahim junction, Al-Mazraq",Civilians' houses,Civilian,Residential Area,5+,,0,0,0,0,0,0
5037,01/12/2015,19,Evening,Hudaydah,Al-Hudaydah City,Jaizan street,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
5038,01/12/2015,unkn,Midday,Lahj,Al-Qabbaytah,Al-Shurayjiah,Civilian's house,Civilian,Residential Area,unkn,,0,0,0,0,0,0
5039,01/12/2015,9,Morning,Marib,Sirwah,-,Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
5040,01/12/2015,15,Afternoon,Marib,Sirwah,-,Unknown,Unknown,Unknown,4,,0,0,0,0,0,0
5041,01/12/2015,unkn,Afternoon,Saada,Haydan,Marran,Civilian's house,Civilian,Residential Area,1,,7,4,3,0,0,0
5042,01/12/2015,18,Evening,Saada,Sihar,Anim,Unknown,Unknown,Unknown,6,,0,0,0,0,0,0
5043,01/12/2015,18,Evening,Saada,Kitaf Wa Al-Boqe'e,"Al-Sahlayn, Al-Hajar",Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
5044,01/12/2015,19,Evening,Saada,Haydan,Al-Boqa'ah,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
5045,01/12/2015,10,Midday,Taiz,Al-Silw,-,Chicken farm,Economic_infrastructure,Farms,1,,3,0,0,5,0,0
5046,01/12/2015,unkn,Midday,Taiz,Al-Misrakh,"Al-Aqrodh, Naqil Rabah",Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
5047,01/12/2015,unkn,Midday,Taiz,Al-Taiziyah,"Al-Ola mountain, Azzan",Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
5048,01/12/2015,unkn,Midday,Taiz,Mawyah,Awman mountain,Pro-Houthi forces,Military_Security_Target,Forces,unkn,,0,0,0,0,0,0
5049,01/12/2015,unkn,Midday,Taiz,Al-Ma'afir,Al-Ghafirah,School,Educational_facility,School,unkn,,0,0,0,0,0,0
5050,01/12/2015,14,Midday,Taiz,Al-Taiziyah,-,Taiz Airport,Infrastructure,Transport,2,,0,0,0,0,0,0
5051,01/12/2015,14,Midday,Taiz,Khadir,Al-Rahidah,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
5052,01/12/2015,20,Evening,Taiz,Khadir,Al-Rahidah,Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
5053,02/12/2015,11,Midday,Sanaa,Hamdan,Dhila'a,Al-Estiqbal Military Camp,Military_Security_Target,Military Site,unkn,,0,0,0,0,0,0
5054,02/12/2015,unkn,Midday,Sanaa,Hamdan,Dhila'a,Unknown,Unknown,Unknown,1,,1,0,0,2,0,0
5055,02/12/2015,unkn,Evening,Hajja,Harad,Aahim Junction,Vehicles,Civilian,Vehicle/Buss,4,,0,0,0,0,0,0
5056,02/12/2015,unkn,Midday,Marib,Sirwah,"Al-Huqail, Al-Mashjah, Al-Mukhddarah",Pro-Houthi forces,Military_Security_Target,Forces,unkn,,0,0,0,0,0,0
5057,02/12/2015,20,Evening,Marib,Sirwah,"Anshar, Habab",Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
5058,02/12/2015,10,Morning,Saada,Haydan,Marran,Civilians' houses,Civilian,Residential Area,6,,0,0,0,0,0,0
5059,02/12/2015,unkn,Midday,Saada,Kitaf Wa Al-Boqe'e,Al-Abo Jabarah,Civilian,Civilian,Residential Area,unkn,,5,0,0,5,0,0
5060,02/12/2015,16,Afternoon,Taiz,Al-Taiziyah,Al-Hawban,MSF mobile medical camp,Medical_Facility,Clinic,3,,3,0,0,5,0,0
5061,02/12/2015,19,Evening,Taiz,Dhubab,Al-Hanishiyah,Unknown,Unknown,Unknown,5,,0,0,0,0,0,0
5062,03/12/2015,13,Midday,Capital,Al-Sab'ein,Al-Nahdain,Al-Nahdain Military Camp,Military_Security_Target,Military Site,1,,0,0,0,0,0,0
5063,03/12/2015,1,Early-Morning,Jawf,Khab Wa Al-Sha'af,Labnat,Labnat Military Camp,Military_Security_Target,Military Site,unkn,,0,0,0,0,0,0
5064,03/12/2015,1,Early-Morning,Marib,Sirwah,-,Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
5065,03/12/2015,unkn,Midday,Marib,Sirwah,Habab,Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
5066,03/12/2015,unkn,Midday,Marib,,-,House (reportedly belonging to a local sheikh Saleh Al-Dhama),Political_Tribal,Figure,unkn,,0,0,0,0,0,0
5067,03/12/2015,unkn,Midday,Marib,Majzar,Mas,Pro-Houthi forces,Military_Security_Target,Forces,unkn,,0,0,0,0,0,0
5068,03/12/2015,19,Evening,Saada,Kitaf Wa Al-Boqe'e,"Al-Sawh, Qama'a",Unknown,Unknown,Unknown,10,,0,0,0,0,0,0
5069,03/12/2015,14,Midday,Taiz,Hayfan,-,Technical institute,Educational_facility,Institute,1,,2,0,1,7,0,0
5070,03/12/2015,unkn,Unknown,Taiz,Khadir,Al-Shwaifah road,Medical clinic,Medical_Facility,Clinic,unkn,,0,0,0,0,0,0
5071,03/12/2015,unkn,Unknown,Taiz,Al-Misrakh,Al-Shamir mountain,Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
5072,03/12/2015,unkn,Afternoon,Taiz,Dhubab,Al-Omary,Al-Omary Military Camp,Military_Security_Target,Military Site,unkn,,0,0,0,0,0,0
5073,03/12/2015,unkn,Afternoon,Taiz,Al-Wazi'iyah,Azzan,Unknown,Unknown,Unknown,9,,0,0,0,0,0,0
5074,03/12/2015,unkn,Night,Taiz,Mawza,-,Residential Area,Civilian,Residential Area,11,,2,0,0,5,0,0
5075,04/12/2015,12,Midday,Sanaa,Sanhan,Harwah Mountain,Yemen mobile company fuel storage,Economic_infrastructure,Oil & Gas,2,,0,0,0,0,0,0
5076,04/12/2015,19,Evening,Hudaydah,,Aqaban Island,Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
5077,04/12/2015,13,Midday,Lahj,Al-Qubaytah,Al-Shurayjah,Unknown,Unknown,Unknown,7,,0,0,0,0,0,0
5078,04/12/2015,12,Midday,Marib,Sirwah,Haylan mountain,Pro-Houthi forces,Military_Security_Target,Forces,10,,0,0,0,0,0,0
5079,04/12/2015,unkn,Unknown,Marib,Sirwah,-,Sana'a-Marib road,Infrastructure,Transport,10,,0,0,0,0,0,0
5080,04/12/2015,unkn,Unknown,Marib,Harib,-,Mihsin Bin Talib Al-Shareef school,Educational_facility,School,15,,0,0,0,0,0,0
5081,04/12/2015,unkn,Unknown,Marib,Harib,-,Yemen mobile telecommunications network,Infrastructure,Communication,15,,0,0,0,0,0,0
5082,04/12/2015,12,Midday,Saada,Razih,Al-Shawariq,Unknown,Unknown,Unknown,2,,0,0,0,0,0,0
5083,04/12/2015,unkn,Unknown,Saada,Sihar,Al-Hamazat,Commercial stores,Economic_infrastructure,Private business,2,,1,0,0,1,0,0
5084,05/12/2015,8,Morning,Capital,Bani Al-Harith,Al-Rahabah,Sana'a International Airport,Infrastructure,Transport,2,,0,0,0,0,0,0
5085,05/12/2015,9,Morning,Capital,Bani Al-Harith,Al-Rahabah,Sana'a International Airport,Infrastructure,Transport,1,,0,0,0,0,0,0
5086,05/12/2015,unkn,Morning,Capital,Bani Al-Harith,Wadi Ahmad,Residential Area,Civilian,Residential Area,unkn,,0,0,0,0,0,0
5087,05/12/2015,unkn,Morning,Capital,Bani Al-Harith,Daris,Residential Area,Civilian,Residential Area,unkn,,0,0,0,0,0,0
5088,05/12/2015,9,Morning,Capital,Bani Al-Harith,Al-Azraqain Hill,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
5089,05/12/2015,9,Morning,Sanaa,Hamdan,Dhila'a,Unknown,Unknown,Unknown,1,,0,0,0,0,0,0
5090,05/12/2015,9,Morning,Sanaa,Hamdan,Madam,Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
5091,05/12/2015,21,Evening,Sanaa,Nihm,Fardhah Nihm,Telecommunications Network,Infrastructure,Communication,4,,0,0,0,0,0,0
5092,05/12/2015,unkn,Morning,Bayda,Al-Bayda City,Western Entrance,Unknown,Unknown,Unknown,3,,0,0,0,0,0,0
5093,05/12/2015,18,Evening,Bayda,Mukayras,Al-Ghoul,Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
5094,05/12/2015,18,Evening,Bayda,Dhi Al-Na'im,-,Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
5095,05/12/2015,21,Evening,Bayda,Al-Zahir,Daqi,Unknown,Unknown,Unknown,unkn,,0,0,0,0,0,0
5096,05/12/2015,22,Night,Bayda,Al-Taffah,-,Security HQ,Military_Security_Target,Military Site,unkn,,0,0,0,0,0,0
5097,05/12/2015,11,Midday,Hajja,Mustaba,-,Chicken farm,Economic_infrastructure,Farms,unkn,,0,0,0,0,0,0
